,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
France,France,GPE,0.12618838,0.62188206,en,383.20000000,4018145-5,3017382,A,46.00000000,2.00000000,EUROPE,France,WCE
Belgium,Belgium,GPE,0.03358988,0.52650057,en,63.20000000,4005406-8,2802361,A,50.75000000,4.50000000,EUROPE,Belgium,WCE
Paris,Paris,GPE,0.14841708,0.50990960,en,46.00000000,4044660-8,2988507,P,48.85341000,2.34880000,EUROPE,France,WCE
Savoie,Savoie,GPE,-0.02474498,0.42319749,en,38.00000000,117150-1,2975517,A,45.46805000,6.48547000,EUROPE,France,WCE
Europe,Europe,LOC,0.18633584,0.82768514,en,36.80000000,,0,,,,,,
Canada,Canada,GPE,0.12489421,0.64291236,en,35.30000000,4029456-0,6251999,A,60.10867000,-113.64258000,NORTH-AMERICA,Canada,NWN
the United States,the United States,GPE,-0.01961680,0.90369580,en,33.30000000,,0,,,,,,
Alps,Alps,GPE,0.13957703,0.71438122,en,28.60000000,,0,,,,,,
Brittany,Brittany,GPE,0.00348725,0.60857846,en,18.00000000,4008220-9,3030293,A,48.16667000,-2.83333000,EUROPE,France,WCE
Spain,Spain,GPE,0.00407524,0.82611605,en,17.40000000,4055964-6,2510769,A,40.00000000,-4.00000000,EUROPE-AFRICA,Spain,MED
Italy,Italy,GPE,0.12357637,0.54562742,en,14.90000000,4027833-5,3175395,A,42.83333000,12.83333000,EUROPE-AFRICA,Italy,MED
Venezuela,Venezuela,GPE,0.02676348,0.91988402,en,14.60000000,4062512-6,3625428,A,8.00000000,-66.00000000,SOUTH-AMERICA,Venezuela,NSA
Iran,Iran,GPE,0.19003838,0.67977980,en,12.50000000,4027653-3,130758,A,32.00000000,53.00000000,ASIA,Iran,WCA
Landes,Landes,GPE,0.23070988,0.67217042,en,11.70000000,,3007868,L,44.25000000,-1.00000000,EUROPE-AFRICA,France,MED
Switzerland,Switzerland,GPE,0.03009850,0.63072208,en,11.20000000,,2658434,A,47.00016000,8.01427000,EUROPE,Switzerland,WCE
Lyon,Lyon,GPE,0.01003812,0.81121316,en,11.10000000,4036770-8,2996944,P,45.74846000,4.84671000,EUROPE,France,WCE
Milan,Milan,GPE,0.16945246,0.54171176,en,10.80000000,4037100-1,3173435,P,45.46427000,9.18951000,EUROPE,Italy,WCE
Loire,Loire,GPE,0.02414330,0.49221184,en,10.70000000,4041204-0,2990969,P,47.21725000,-1.55336000,EUROPE,France,WCE
Bordeaux,Bordeaux,GPE,0.14542638,0.71509638,en,10.60000000,4088072-2,3031582,P,44.84044000,-0.58050000,EUROPE-AFRICA,France,MED
Mexico,Mexico,GPE,0.19240741,0.67203704,en,9.00000000,4039058-5,3996063,A,23.00000000,-102.00000000,CENTRAL-AMERICA,Mexico,NCA
Maine-et-Loire,Maine-et-Loire,GPE,0.05079531,0.14623244,en,8.70000000,4002024-1,3037656,P,47.47156000,-0.55202000,EUROPE,France,WCE
SNCF,SNCF,GPE,0.06160625,0.78223759,en,7.40000000,,8199507,S,48.85944000,2.90577000,EUROPE,France,WCE
Corsica,Corsica,LOC,-0.00405093,0.42650463,en,7.20000000,1246405024,3023519,A,42.06153000,8.95420000,EUROPE-AFRICA,France,MED
Brussels,Brussels,GPE,-0.04201840,0.37313312,en,7.00000000,4008460-7,2800866,P,50.85045000,4.34878000,EUROPE,Belgium,WCE
Ukraine,Ukraine,GPE,0.04304845,0.39304080,en,6.60000000,4061496-7,690791,A,49.00000000,32.00000000,EUROPE,Ukraine,WCE
New York,New York,GPE,0.15864219,1.13799534,en,6.50000000,4042011-5,5128581,P,40.71427000,-74.00597000,NORTH-AMERICA,United States,ENA
Germany,Germany,GPE,0.12009549,0.65438368,en,6.40000000,4011882-4,2921044,A,51.50000000,10.50000000,EUROPE,Germany,WCE
Paraguay,Paraguay,GPE,0.06706408,0.54918033,en,6.10000000,4044601-3,3437598,A,-23.33333000,-58.00000000,SOUTH-AMERICA,Paraguay,SES
the South-West,the South-West,LOC,0.17930622,0.60482456,en,5.70000000,,12110881,L,32.83468000,-95.56338000,NORTH-AMERICA,United States,CNA
Mediterranean,Mediterranean,LOC,0.09706539,0.86650452,en,5.70000000,,0,,,,,,
Var,Var,LOC,0.24970096,0.99900319,en,5.70000000,4018400-6,3017253,P,43.43325000,6.73555000,EUROPE-AFRICA,France,MED
Atlantic,Atlantic,LOC,0.03137401,0.84015377,en,5.60000000,,12110846,L,40.58629000,-76.28807000,NORTH-AMERICA,United States,ENA
United States,United States,GPE,0.07906083,1.10042053,en,5.60000000,,0,,,,,,
Grenoble,Grenoble,GPE,0.10718029,0.90136268,en,5.30000000,4021985-9,3014728,P,45.17869000,5.71479000,EUROPE,France,WCE
Russia,Russia,GPE,0.22698135,0.77447552,en,5.20000000,4076899-5,2017370,A,60.00000000,100.00000000,ASIA,Russia,ESB
Luxembourg,Luxembourg,GPE,0.09232026,0.56372549,en,5.10000000,4036728-9,2960313,A,49.75000000,6.16667000,EUROPE,Luxembourg,WCE
Gironde,Gironde,GPE,-0.01708333,0.55500000,en,5.00000000,4021085-6,3015948,A,44.69306000,-0.41400000,EUROPE-AFRICA,France,MED
West,West,LOC,0.06632653,0.50510204,en,4.90000000,,11887751,L,42.77268000,-116.95790000,NORTH-AMERICA,United States,WNA
Austria,Austria,GPE,0.00401979,0.25177798,en,4.90000000,4043271-3,2782113,A,47.33333000,13.33333000,EUROPE,Austria,WCE
Walloon,Walloon,GPE,0.02793147,0.42388506,en,4.80000000,4117763-0,2790471,P,50.46690000,4.86746000,EUROPE,Belgium,WCE
Arctic,Arctic,LOC,0.20585106,0.61347518,en,4.70000000,,0,,,,,,
Morbihan,Morbihan,GPE,0.07044917,0.39137116,en,4.70000000,4331825-3,2991879,A,47.84765000,-2.77760000,EUROPE,France,WCE
South,South,LOC,-0.00177305,0.63900709,en,4.70000000,,11887752,L,33.45876000,-90.15081000,NORTH-AMERICA,United States,CNA
Hauts-de-France,Hauts-de-France,GPE,0.11413043,0.52536232,en,4.60000000,1164261118,11071624,A,49.61232000,2.65594000,EUROPE,France,WCE
China,China,GPE,0.06245791,0.90757576,en,4.50000000,4009937-4,1814991,A,35.00000000,105.00000000,ASIA,China,EAS
the Middle East,the Middle East,LOC,0.17651761,0.56035272,en,4.40000000,,12217091,L,35.80000000,-86.50000000,NORTH-AMERICA,United States,ENA
Auvergne,Auvergne,GPE,0.02519380,0.98385013,en,4.30000000,1224773780,11071625,A,45.48200000,5.37437000,EUROPE,France,WCE
Washington,Washington,GPE,-0.08364899,0.65007215,en,4.20000000,4064682-8,4140963,P,38.89511000,-77.03637000,NORTH-AMERICA,United States,ENA
Earth,Earth,LOC,0.36178862,0.71646341,en,4.10000000,,0,,,,,,
Africa,Africa,LOC,0.02032520,0.17276423,en,4.10000000,,0,,,,,,
US,US,GPE,0.05555556,0.90467480,en,4.10000000,,0,,,,,,
Chamonix,Chamonix,GPE,0.02457502,0.87053461,en,4.10000000,4085208-8,3027301,P,45.92375000,6.86933000,EUROPE,France,WCE
Western Europe,Western Europe,LOC,0.18656899,0.55976801,en,3.90000000,,0,,,,,,
Finistère,Finistère,GPE,0.00263158,0.42500000,en,3.80000000,4086488-1,3018471,A,48.25224000,-3.99263000,EUROPE,France,WCE
Valloire,Valloire,GPE,-0.03296950,0.16806220,en,3.80000000,4288453-6,2976895,P,45.28774000,4.94903000,EUROPE,France,WCE
Iraq,Iraq,GPE,-0.09027778,0.55665205,en,3.80000000,4072920-5,99237,A,33.00000000,44.00000000,ASIA,Iraq,WCA
Madagascar,Madagascar,GPE,0.23564593,0.46531100,en,3.80000000,4074425-5,1062947,A,-20.00000000,47.00000000,AFRICA,Madagascar,MDG
Pyrénées-Orientales,Pyrénées-Orientales,GPE,-0.01689189,0.25337838,en,3.70000000,,2983393,P,42.76929000,2.87378000,EUROPE-AFRICA,France,MED
the Northern Alps,the Northern Alps,LOC,0.11135340,0.83059992,en,3.70000000,,5572897,L,41.01960000,-123.10793000,NORTH-AMERICA,United States,WNA
Morocco,Morocco,GPE,0.17932705,0.83599509,en,3.70000000,4037680-1,2542007,A,28.50000000,-10.00000000,AFRICA,Morocco,SAH
Antwerp,Antwerp,GPE,-0.02893519,0.76331019,en,3.60000000,4002364-3,2803138,P,51.22047000,4.40026000,EUROPE,Belgium,WCE
Alpine,Alpine,LOC,0.16438342,0.84269781,en,3.60000000,,5770732,P,40.45328000,-111.77799000,NORTH-AMERICA,United States,WNA
Marseille,Marseille,GPE,0.07936508,0.83571429,en,3.50000000,4037694-1,2995469,P,43.29695000,5.38107000,EUROPE-AFRICA,France,MED
Tarn,Tarn,GPE,0.19607843,0.29411765,en,3.40000000,4450936-4,2973362,A,43.78170000,2.16317000,EUROPE-AFRICA,France,MED
Ingrid,Ingrid,GPE,0.07843137,0.52450980,en,3.40000000,,6635439,T,-69.50000000,77.00000000,POLAR,Antarctica,EAN
El Niño,El Niño,GPE,0.19607843,1.67598039,en,3.40000000,,12513655,L,-0.90231000,-89.52853000,PACIFIC,Ecuador,EPO
Brazil,Brazil,GPE,0.04028926,0.92133456,en,3.30000000,4008003-1,3469034,A,-10.00000000,-55.00000000,SOUTH-AMERICA,Brazil,SAM
Norway,Norway,GPE,0.00781250,0.34114583,en,3.20000000,4042640-3,3144096,A,62.00000000,10.00000000,EUROPE,Norway,NEU
the United Kingdom,the United Kingdom,GPE,0.23900293,0.52785924,en,3.10000000,4022153-2,2635167,A,54.75844000,-2.69531000,EUROPE,United Kingdom,NEU
Ile-de-France,Ile-de-France,GPE,0.34610215,0.58602151,en,3.10000000,4044660-8,2988507,P,48.85341000,2.34880000,EUROPE,France,WCE
Senegal,Senegal,GPE,0.21469534,0.64193548,en,3.10000000,4054529-5,2245662,A,14.50000000,-14.25000000,AFRICA,Senegal,WAF
Lithuania,Lithuania,GPE,-0.11520737,0.62403994,en,3.10000000,4074266-0,597427,A,55.41667000,24.00000000,EUROPE,Lithuania,WCE
Alpes,Alpes,GPE,-0.10000000,0.15000000,en,3.00000000,4075416-9,2990440,P,43.70313000,7.26608000,EUROPE-AFRICA,France,MED
Tehran,Tehran,GPE,-0.00601852,0.35879630,en,3.00000000,4059304-6,112931,P,35.69439000,51.42151000,ASIA,Iran,WCA
Haute-Savoie,Haute-Savoie,GPE,-0.04308333,0.55641667,en,3.00000000,,3013736,A,46.06143000,6.45374000,EUROPE,France,WCE
Ardennes,Ardennes,LOC,0.10314534,0.84390011,en,3.00000000,4252561-5,2803095,L,50.16667000,5.50000000,EUROPE,Belgium,WCE
Netherlands,Netherlands,GPE,-0.02011494,0.27298851,en,2.90000000,4042203-3,2750405,A,52.25000000,5.75000000,EUROPE,The Netherlands,NEU
Maine,Maine,GPE,-0.04310345,0.12931034,en,2.90000000,4114929-4,4971068,A,45.50032000,-69.24977000,NORTH-AMERICA,United States,ENA
Île-de-France,Île-de-France,GPE,0.16471264,0.27800766,en,2.90000000,4044660-8,2988507,P,48.85341000,2.34880000,EUROPE,France,WCE
Chernobyl,Chernobyl,GPE,-0.14030612,0.54846939,en,2.80000000,4127036-8,710403,P,51.27013000,30.21968000,EUROPE,Ukraine,WCE
Breton,Breton,GPE,0.00892857,0.35119048,en,2.80000000,,0,,,,,,
Argentina,Argentina,GPE,0.06493506,1.04978355,en,2.80000000,4002890-2,3865483,A,-34.00000000,-64.00000000,SOUTH-AMERICA,Argentina,SES
Qatar,Qatar,GPE,-0.02127875,0.54235504,en,2.80000000,4029924-7,289688,A,25.50000000,51.25000000,ASIA,Qatar,ARP
The United States,The United States,GPE,-0.04732510,0.31481481,en,2.70000000,,0,,,,,,
Alaska,Alaska,GPE,0.43209877,0.98148148,en,2.70000000,4001016-8,5879092,A,64.00028000,-150.00028000,NORTH-AMERICA,United States,NWN
the Northern Lights,the Northern Lights,LOC,0.54135802,0.65000000,en,2.70000000,,4981383,L,43.56064000,-70.20588000,NORTH-AMERICA,United States,ENA
Loire-Atlantique,Loire-Atlantique,GPE,0.22222222,0.24074074,en,2.70000000,1044669-2,2979590,P,47.21154000,-1.65100000,EUROPE,France,WCE
Atlantique,Atlantique,GPE,0.01234568,0.59259259,en,2.70000000,,2395914,P,6.44852000,2.35566000,AFRICA,Benin,WAF
La Plagne,La Plagne,GPE,-0.25925926,0.84259259,en,2.70000000,4536802-8,6690630,P,47.18831000,7.28706000,EUROPE,Switzerland,WCE
Vendée,Vendée,GPE,-0.02564103,0.27884615,en,2.60000000,4119390-8,2970140,A,46.64169000,-1.30407000,EUROPE,France,WCE
North America,North America,LOC,0.14423077,0.67307692,en,2.60000000,,0,,,,,,
America,America,GPE,0.12435897,0.56730769,en,2.60000000,,0,,,,,,
Israel,Israel,GPE,0.09440559,0.57622378,en,2.60000000,4027808-6,294640,A,31.50000000,34.75000000,EUROPE-AFRICA,Israel,MED
Australia,Australia,GPE,0.05909091,0.53696970,en,2.50000000,4003900-6,2077456,A,-25.00000000,135.00000000,OCEANIA,Australia,CAU
Charente,Charente,GPE,-0.07266667,0.75800000,en,2.50000000,4235666-0,2982343,P,45.62811000,-1.03153000,EUROPE,France,WCE
Rome,Rome,GPE,-0.16666667,0.25000000,en,2.40000000,4050471-2,3169070,P,41.89193000,12.51133000,EUROPE-AFRICA,Italy,MED
